,molecule_chembl_id,standard_value,canonical_smiles,bio_class
825,CHEMBL2380377,74020.0,COc1ccc(NC2=NC(=O)/C(=C/c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)S2)c(OC)c1,inactive
826,CHEMBL2380376,114050.0,COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(Nc3ccc(OC)cc3OC)=NC2=O)cc1,inactive
827,CHEMBL2380375,194020.0,COc1ccc(NC2=NC(=O)/C(=C/c3cn(-c4ccccc4)nc3-c3ccc(C)cc3)S2)c(OC)c1,inactive
828,CHEMBL287556,53950.0,O=c1cc(CO)occ1O,inactive
829,CHEMBL2401797,500.0,Oc1ccc(-c2nc3cc4c(cc3s2)CCC4)c(O)c1,active
830,CHEMBL121188,400.0,O=c1cccccc1O,active
831,CHEMBL3092597,17500.0,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](COC(=O)c3ccc(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]1OC2=O,inactive
832,CHEMBL287556,46600.0,O=c1cc(CO)occ1O,inactive
833,CHEMBL232202,194500.0,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,inactive
834,CHEMBL1414,100000.0,COc1cc(C(=O)O)cc(OC)c1O,inactive
835,CHEMBL488610,100000.0,COc1cc(OC)cc(C(=O)O)c1,inactive
836,CHEMBL88700,100000.0,COc1ccc(C(=O)O)cc1O,inactive
837,CHEMBL120568,100000.0,COc1cc(C(=O)O)ccc1O,inactive
838,CHEMBL118903,100000.0,COc1ccc(C(=O)O)cc1OC,inactive
839,CHEMBL37537,100000.0,O=C(O)c1ccc(O)c(O)c1,inactive
840,CHEMBL21932,100000.0,COc1ccc(C(=O)O)cc1,inactive
841,CHEMBL441343,100000.0,O=C(O)c1ccc(O)cc1,inactive
842,CHEMBL541,100000.0,O=C(O)c1ccccc1,inactive
843,CHEMBL273019,100000.0,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,inactive
844,CHEMBL517636,100000.0,COc1cc2c(c(OC)c1OC)[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1OC2=O,inactive
845,CHEMBL3092606,100000.0,COc1cc(C(=O)OC[C@H]2O[C@H]3c4c(cc(OC)c(OC)c4OC)C(=O)O[C@@H]3[C@@H](O)[C@@H]2O)cc(OC)c1O,inactive
846,CHEMBL3092605,100000.0,COc1cc(OC)cc(C(=O)OC[C@H]2O[C@H]3c4c(cc(OC)c(OC)c4OC)C(=O)O[C@@H]3[C@@H](O)[C@@H]2O)c1,inactive
847,CHEMBL3092604,38800.0,COc1ccc(C(=O)OC[C@H]2O[C@H]3c4c(cc(OC)c(OC)c4OC)C(=O)O[C@@H]3[C@@H](O)[C@@H]2O)cc1O,inactive
848,CHEMBL3092603,100000.0,COc1cc(C(=O)OC[C@H]2O[C@H]3c4c(cc(OC)c(OC)c4OC)C(=O)O[C@@H]3[C@@H](O)[C@@H]2O)ccc1O,inactive
849,CHEMBL3092602,100000.0,COc1ccc(C(=O)OC[C@H]2O[C@H]3c4c(cc(OC)c(OC)c4OC)C(=O)O[C@@H]3[C@@H](O)[C@@H]2O)cc1OC,inactive
850,CHEMBL3092601,9100.0,COc1cc2c(c(OC)c1OC)[C@@H]1O[C@H](COC(=O)c3ccc(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]1OC2=O,intermediate
851,CHEMBL3092600,100000.0,COc1ccc(C(=O)OC[C@H]2O[C@H]3c4c(cc(OC)c(OC)c4OC)C(=O)O[C@@H]3[C@@H](O)[C@@H]2O)cc1,inactive
852,CHEMBL3092599,31500.0,COc1cc2c(c(OC)c1OC)[C@@H]1O[C@H](COC(=O)c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]1OC2=O,inactive
853,CHEMBL3092598,100000.0,COc1cc2c(c(OC)c1OC)[C@@H]1O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]1OC2=O,inactive
854,CHEMBL443605,560.0,CCCCCCc1ccc(O)cc1O,active
855,CHEMBL287556,9150.0,O=c1cc(CO)occ1O,intermediate
856,CHEMBL3100130,1510.0,C[C@H](CCc1ccc(O)cc1O)O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,intermediate
857,CHEMBL3100135,3830.0,C[C@@H](CCc1ccc(O)cc1O)O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,intermediate
858,CHEMBL3100134,1720.0,C[C@H](CCc1ccc(O)cc1O)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,intermediate
859,CHEMBL3100133,4560.0,C[C@@H](CCc1ccc(O)cc1O)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,intermediate
860,CHEMBL3100132,2300.0,C[C@H](CCc1ccc(O)cc1O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,intermediate
861,CHEMBL3100131,4720.0,C[C@@H](CCc1ccc(O)cc1O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,intermediate
862,CHEMBL287556,37300.0,O=c1cc(CO)occ1O,inactive
863,CHEMBL557097,20400.0,COc1ccc([C@@H]2CC(=O)c3c(O)c4c(c(CC=C(C)C)c3O2)OC(C)(C)C=C4)c(O)c1,inactive
864,CHEMBL559980,84100.0,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2,inactive
865,CHEMBL550565,7480.0,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1O)CC3=O)C=CC(C)(C)O2,intermediate
866,CHEMBL3103544,5220.0,COc1ccc(CCC(=O)c2c(O)c3c(c4c2OC(C(C)(C)O)C4)OC(C)(C)C=C3)cc1,intermediate
867,CHEMBL3103545,32600.0,COc1ccc(CCC(=O)c2ccc3c(c2O)CC(O)C(C)(C)O3)cc1,inactive
868,CHEMBL3103546,19500.0,COc1ccc(CCC(=O)c2c(O)c(CC=C(C)C)c3c(c2O)CC(O)C(C)(C)O3)cc1,inactive
869,CHEMBL287556,12300.0,O=c1cc(CO)occ1O,inactive
870,CHEMBL557097,4960.0,COc1ccc([C@@H]2CC(=O)c3c(O)c4c(c(CC=C(C)C)c3O2)OC(C)(C)C=C4)c(O)c1,intermediate
871,CHEMBL559980,11200.0,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2,inactive
872,CHEMBL550565,1790.0,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1O)CC3=O)C=CC(C)(C)O2,intermediate
873,CHEMBL3103544,1280.0,COc1ccc(CCC(=O)c2c(O)c3c(c4c2OC(C(C)(C)O)C4)OC(C)(C)C=C3)cc1,intermediate
874,CHEMBL3103545,18400.0,COc1ccc(CCC(=O)c2ccc3c(c2O)CC(O)C(C)(C)O3)cc1,inactive
875,CHEMBL3103546,1010.0,COc1ccc(CCC(=O)c2c(O)c(CC=C(C)C)c3c(c2O)CC(O)C(C)(C)O3)cc1,intermediate
876,CHEMBL3219242,2230.0,COc1ccc(/C=C2\CC(=O)NC2=O)cc1O,intermediate
877,CHEMBL287556,20990.0,O=c1cc(CO)occ1O,inactive
878,CHEMBL3260774,4110000.0,Sc1ncc[nH]1,inactive
879,CHEMBL1515,1430000.0,Cn1cc[nH]c1=S,inactive
880,CHEMBL3260775,1450000.0,Cn1ccn(C(=O)OC(C)(C)C)c1=S,inactive
881,CHEMBL3290401,1520.0,O=C1NC(=O)C(=Cc2ccc(O)c(O)c2)C(=O)N1,intermediate
882,CHEMBL565660,5500.0,COc1cc(C=C2C(=O)NC(=O)NC2=O)ccc1O,intermediate
883,CHEMBL3290402,5510.0,O=C1NC(=O)C(=Cc2cc(O)c(O)c(O)c2)C(=O)N1,intermediate
884,CHEMBL3290406,6100.0,O=C1NC(=S)NC(=O)C1=Cc1ccc(O)c(O)c1,intermediate
885,CHEMBL3290408,7140.0,O=C1NC(=S)NC(=O)C1=Cc1cc(O)c(O)c(O)c1,intermediate
886,CHEMBL577490,7800.0,COc1cc(C=C2C(=O)NC(=S)NC2=O)ccc1O,intermediate
887,CHEMBL402183,13980.0,O=C1NC(=O)C(=Cc2ccc(O)cc2)C(=O)N1,inactive
888,CHEMBL271674,14490.0,O=C1NC(=S)NC(=O)C1=Cc1ccc(O)cc1,inactive
889,CHEMBL1762118,17150.0,O=C1NC(=O)C(=Cc2ccc(O)cc2O)C(=O)N1,inactive
890,CHEMBL287556,18250.0,O=c1cc(CO)occ1O,inactive
891,CHEMBL271859,70120.0,COc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,inactive
892,CHEMBL3290410,95830.0,O=C1NC(=S)NC(=O)C1=Cc1ccc(O)c(O)c1O,inactive
893,CHEMBL270356,100000.0,COc1ccc(C=C2C(=O)NC(=O)NC2=O)cc1,inactive
894,CHEMBL376316,200000.0,CCCCCCCCCCCCNc1ccc(O)cc1,inactive
895,CHEMBL427462,5700.0,CCCCCCCCCCNc1ccc(O)cc1,intermediate
896,CHEMBL287556,12600.0,O=c1cc(CO)occ1O,inactive
897,CHEMBL376316,200000.0,CCCCCCCCCCCCNc1ccc(O)cc1,inactive
898,CHEMBL427462,30100.0,CCCCCCCCCCNc1ccc(O)cc1,inactive
899,CHEMBL287556,32800.0,O=c1cc(CO)occ1O,inactive
900,CHEMBL2110597,30000.0,CCCCCCCC/C(I)=C(/I)CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C(I)=C(/I)CCCCCCCC)OC(=O)CCCCCCC/C(I)=C(/I)CCCCCCCC,inactive
901,CHEMBL3343985,8400.0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,intermediate
902,CHEMBL222021,0.4,O=Cc1ccc(O)c(O)c1,active
903,CHEMBL222541,70.0,O=c1cc(-c2ccc(O)c(O)c2)oc2c(O)c(O)ccc12,active
904,CHEMBL1275969,9530.0,CC(C)c1ccccc(=O)c1O,intermediate
905,CHEMBL48310,90.0,CC(C)c1cccc(=O)c(O)c1,active
906,CHEMBL1275999,70.0,CC(C)c1ccc(O)c(=O)cc1,active
907,CHEMBL287556,53700.0,O=c1cc(CO)occ1O,inactive
908,CHEMBL3331163,83.17,CCOC1Cc2c(C(C)=O)c(O)c3ccccc3c2O1,active
909,CHEMBL3331164,8.91,CCCOC1Cc2c(C(C)=O)c(O)c3ccccc3c2O1,active
910,CHEMBL3331165,59.56,CC(=O)c1c2c(c3ccccc3c1O)OC(OCC(C)C)C2,active
911,CHEMBL3331166,69.82,CCCCOC1Cc2c(C(C)=O)c(O)c3ccccc3c2O1,active
912,CHEMBL3331167,100.0,COC1(C)Cc2c(C(C)=O)c(O)c3ccccc3c2O1,active
913,CHEMBL3331265,100.0,CCO[C@@H]1Oc2c(c(C(C)=O)c(O)c3ccccc23)[C@@H]1C,active
914,CHEMBL3331266,30.61,CCO[C@H]1Oc2c(c(C(C)=O)c(O)c3ccccc23)[C@@H]1C,active
915,CHEMBL3331267,100.0,CC(=O)c1c2c(c3ccccc3c1O)O[C@H]1OCC[C@@H]21,active
916,CHEMBL3331268,50.0,CC(=O)c1c2c(c3ccccc3c1O)O[C@H]1OCCC[C@@H]21,active
917,CHEMBL3331269,100.0,CC(=O)c1c2c(c3ccccc3c1O)OC(C)(c1ccccc1)C2,active
918,CHEMBL3331270,100.0,COc1ccc(C2Cc3c(C(C)=O)c(O)c4ccccc4c3O2)cc1,active
919,CHEMBL287556,10.16,O=c1cc(CO)occ1O,active
934,CHEMBL287556,30000.0,O=c1cc(CO)occ1O,inactive
935,CHEMBL2018876,2270.0,CC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O,intermediate
936,CHEMBL463241,12000.0,CC1(C)C=Cc2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O1,inactive
937,CHEMBL465881,924.0,CC(C)=CCc1cc2cc(-c3cc(O)cc(O)c3)oc2cc1O,active
938,CHEMBL380456,2900.0,CC1(C)Oc2cc3oc(-c4cc(O)cc(O)c4)cc3cc2CC1O,intermediate
939,CHEMBL3403660,109600.0,COc1ccc(/C(C)=N/NC(=S)NN)cc1,inactive
940,CHEMBL3403659,224100.0,CCCCOc1ccc(C/C(C)=N/NC(=S)NN)cc1,inactive
941,CHEMBL3403658,158870.0,COc1ccc(C/C(C)=N/NC(=S)NN)cc1,inactive
942,CHEMBL3181818,178300.0,NNC(=S)NN,inactive
943,CHEMBL3403657,231500.0,CCCCOc1ccc(CC/C(C)=N/NC(=S)NN)cc1,inactive
944,CHEMBL3403656,208500.0,COc1ccc(CC/C(C)=N/NC(=S)NN)cc1,inactive
945,CHEMBL3403655,125600.0,C/C(CCc1ccc(O)cc1)=N\NC(=S)NN,inactive
946,CHEMBL287556,28000.0,O=c1cc(CO)occ1O,inactive
947,CHEMBL3403654,478.0,CCOC(=O)CCCOc1ccc(C/C(C)=N/NC(N)=S)cc1,active
948,CHEMBL3403653,340.0,C/C(Cc1ccc(OCc2ccccc2)cc1)=N\NC(N)=S,active
949,CHEMBL3403652,613.0,CCCCCOc1ccc(C/C(C)=N/NC(N)=S)cc1,active
950,CHEMBL3403650,2710.0,C/C(Cc1ccc(O)cc1)=N\NC(N)=S,intermediate
951,CHEMBL3403649,678.0,C/C(CCc1ccc(OCCCC(=O)O)cc1)=N\NC(N)=S,active
952,CHEMBL3403648,593.0,C/C(CCc1ccc(OCC(=O)O)cc1)=N\NC(N)=S,active
953,CHEMBL3403647,156.0,C/C(CCc1ccc(OC(=O)c2ccccc2)cc1)=N\NC(N)=S,active
954,CHEMBL3403646,288.0,C/C(CCc1ccc(OC(=O)C(C)C)cc1)=N\NC(N)=S,active
955,CHEMBL3403645,72.0,CC(=O)Oc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
956,CHEMBL3403644,328.0,CCOC(=O)CCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
957,CHEMBL3401146,515.0,CCOC(=O)COc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
958,CHEMBL3401145,835.0,C/C(CCc1ccc(OCCCc2ccccc2)cc1)=N\NC(N)=S,active
959,CHEMBL3401144,438.0,C/C(CCc1ccc(OCc2ccc(Br)cc2)cc1)=N\NC(N)=S,active
960,CHEMBL3401143,217.0,C/C(CCc1ccc(OCc2ccccc2)cc1)=N\NC(N)=S,active
961,CHEMBL3401142,445.0,CCC(CC)Oc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
962,CHEMBL3401141,865.0,CCCCCCCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
963,CHEMBL3401140,754.0,CCCCCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
964,CHEMBL3401139,475.0,C/C(CCc1ccc(OCCC(C)C)cc1)=N\NC(N)=S,active
965,CHEMBL3401136,412.0,CCCCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
966,CHEMBL3401135,272.0,CCCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
967,CHEMBL3401134,264.0,CCCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
968,CHEMBL3401133,209.0,CCOc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
969,CHEMBL3401138,188.0,COc1ccc(CC/C(C)=N/NC(N)=S)cc1,active
970,CHEMBL287556,27300.0,O=c1cc(CO)occ1O,inactive
971,CHEMBL3401549,2300.0,Oc1ccccc1C(O)/C=C/c1ccncc1,intermediate
972,CHEMBL3401548,1700.0,Oc1ccccc1C(O)/C=C/c1ccccn1,intermediate
973,CHEMBL3408643,1790.0,C/C(=N\NC(N)=S)c1cccc(NC(=O)Cc2ccccc2)c1,intermediate
974,CHEMBL3408642,1530.0,C/C(=N\NC(N)=S)c1cccc(NC(=O)c2ccccc2)c1,intermediate
975,CHEMBL3408641,2202.0,CCCCCCC(=O)Nc1cccc(/C(C)=N/NC(N)=S)c1,intermediate
976,CHEMBL3407512,1690.0,CCCCCC(=O)Nc1cccc(/C(C)=N/NC(N)=S)c1,intermediate
977,CHEMBL3408640,4410.0,C/C(=N\NC(N)=S)c1cccc(NC(=O)C(C)(C)C)c1,intermediate
978,CHEMBL3408639,1540.0,CCCCC(=O)Nc1cccc(/C(C)=N/NC(N)=S)c1,intermediate
979,CHEMBL3408638,3620.0,C/C(=N\NC(N)=S)c1cccc(NC(=O)C(C)C)c1,intermediate
980,CHEMBL3408637,5760.0,C/C(=N\NC(N)=S)c1cccc(NC(=O)C(F)(F)F)c1,intermediate
981,CHEMBL3190695,4120.0,CC(=O)Nc1cccc(/C(C)=N/NC(N)=S)c1,intermediate
982,CHEMBL2420105,6110.0,C/C(=N\NC(N)=S)c1cccc(N)c1,intermediate
983,CHEMBL287556,28500.0,O=c1cc(CO)occ1O,inactive
984,CHEMBL3408636,578.0,C/C(=N\NC(N)=S)c1ccc(NC(=O)Cc2ccccc2)cc1,active
985,CHEMBL3408635,1142.0,COc1ccc(C(=O)Nc2ccc(/C(C)=N/NC(N)=S)cc2)cc1,intermediate
986,CHEMBL3408634,610.0,C/C(=N\NC(N)=S)c1ccc(NC(=O)c2ccc(F)cc2)cc1,active
987,CHEMBL3408633,291.0,C/C(=N\NC(N)=S)c1ccc(NC(=O)c2ccccc2)cc1,active
988,CHEMBL3408632,498.0,COC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,active
989,CHEMBL3408631,356.0,CCCCCCC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,active
990,CHEMBL3408630,762.0,CCCCCC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,active
991,CHEMBL3408629,492.0,CCCCC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,active
992,CHEMBL3408628,814.0,C/C(=N\NC(N)=S)c1ccc(NC(=O)C(C)C)cc1,active
993,CHEMBL3408627,644.0,CCCC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,active
994,CHEMBL3408626,372.0,CCC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,active
995,CHEMBL3408625,406.0,C/C(=N\NC(N)=S)c1ccc(NC(=O)C(Cl)(Cl)Cl)cc1,active
996,CHEMBL3408624,1336.0,C/C(=N\NC(N)=S)c1ccc(NC(=O)C(F)(F)F)cc1,intermediate
997,CHEMBL3408483,508.0,CC(=O)Nc1ccc(/C(C)=N/NC(N)=S)cc1,active
998,CHEMBL2420104,2620.0,C/C(=N\NC(N)=S)c1ccc(N)cc1,intermediate
999,CHEMBL287556,10000.0,O=c1cc(CO)occ1O,inactive
1000,CHEMBL3601643,78900.0,COc1cc(C=O)ccc1OC(=O)CCl,inactive
1001,CHEMBL3601644,201150.0,COc1cc(C=O)ccc1OC(=O)COC(=O)c1ccc(O)cc1,inactive
1002,CHEMBL3601645,42600.0,COc1cc(C=O)ccc1OC(=O)COC(=O)c1ccc(O)cc1O,inactive
1003,CHEMBL3601646,156870.0,COc1cc(C=O)ccc1OC(=O)COC(=O)c1ccc(O)c(O)c1,inactive
1004,CHEMBL3601647,59760.0,COc1cc(C=O)ccc1OC(=O)COC(=O)c1cc(O)cc(O)c1,inactive
1005,CHEMBL3601648,16130.0,COc1cc(C=O)ccc1OC(=O)COC(=O)/C=C/c1ccc(O)cc1,inactive
1006,CHEMBL3601649,30850.0,COc1cc(C=O)ccc1OC(=O)COC(=O)/C=C/c1ccc(Cl)cc1,inactive
1007,CHEMBL3601650,21600.0,COc1cc(C=O)ccc1OC(=O)CN1CCN(C)CC1,inactive
1008,CHEMBL3601651,101380.0,COc1cc(C=O)ccc1OC(=O)CN1CCN(c2ccccc2)CC1,inactive
1009,CHEMBL287556,16690.0,O=c1cc(CO)occ1O,inactive
1010,CHEMBL353354,2300.0,CC(C)c1ccc(C=O)c(O)c1,intermediate
1011,CHEMBL287556,23720.0,O=c1cc(CO)occ1O,inactive
1012,CHEMBL3617038,20250.0,O/N=C(\C=C\c1ccccn1)c1cc2ccccc2cc1O,inactive
1013,CHEMBL3617039,12220.0,O/N=C(\C=C\c1cccnc1)c1cc2ccccc2cc1O,inactive
1014,CHEMBL3617128,19450.0,O/N=C(\C=C\c1ccncc1)c1cc2ccccc2cc1O,inactive
1015,CHEMBL3617129,22960.0,COc1ccc(/C=C/C(=N\O)c2cc3ccccc3cc2O)c(OC)c1,inactive
1016,CHEMBL3617130,21880.0,COc1ccc(OC)c(/C=C/C(=N\O)c2cc3ccccc3cc2O)c1,inactive
1017,CHEMBL3617131,42270.0,COc1ccc(/C=C/C(=N\O)c2cc3ccccc3cc2O)cc1OC,inactive
1018,CHEMBL3617132,52850.0,COc1cc(/C=C/C(=N\O)c2cc3ccccc3cc2O)cc(OC)c1,inactive
1019,CHEMBL287556,11200.0,O=c1cc(CO)occ1O,inactive
1020,CHEMBL3629220,18910.0,O=C1OC(c2ccc(/N=N/c3ccc(N4CCOCC4)cc3)cc2)=N/C1=C/c1ccc(Cl)cc1,inactive
1021,CHEMBL287556,16010.0,O=c1cc(CO)occ1O,inactive
1022,CHEMBL3629217,17220.0,O=C1OC(c2ccc(/N=N/c3ccc(N4CCOCC4)cc3)cc2)=N/C1=C/c1ccccc1,inactive
1023,CHEMBL3629218,15780.0,O=C1OC(c2ccc(/N=N/c3ccc(N4CCOCC4)cc3)cc2)=N/C1=C/c1ccc(F)cc1,inactive
1024,CHEMBL3629349,13650.0,O=C1OC(c2ccc(/N=N/c3ccc(N4CCOCC4)cc3)cc2)=N/C1=C/c1cccs1,inactive
1025,CHEMBL3629348,20330.0,O=C1OC(c2ccc(/N=N/c3ccc(N4CCOCC4)cc3)cc2)=N/C1=C/c1ccccc1[N+](=O)[O-],inactive
1026,CHEMBL3629219,16020.0,O=C1OC(c2ccc(/N=N/c3ccc(N4CCOCC4)cc3)cc2)=N/C1=C/c1ccc(F)cc1Cl,inactive
1027,CHEMBL3633616,24520.0,NC(=S)N/N=C/c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,inactive
1028,CHEMBL3633615,200000.0,CCO/N=C/c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,inactive
1029,CHEMBL3633614,200000.0,CO/N=C/c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,inactive
1030,CHEMBL3633611,92370.0,C=CCOc1cccc2c1C(=O)c1c(OCC=C)cc(C=O)cc1C2=O,inactive
1031,CHEMBL2338661,108620.0,O=Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,inactive
1032,CHEMBL3633609,90990.0,C=CCOc1cccc2c1C(=O)c1c(OCC=C)cc(CO)cc1C2=O,inactive
1033,CHEMBL3633608,200000.0,CCOCOc1cccc2c1C(=O)c1c(OCOCC)cc(CO)cc1C2=O,inactive
1034,CHEMBL2338657,200000.0,COc1cccc2c1C(=O)c1c(OC)cc(CO)cc1C2=O,inactive
1035,CHEMBL3633607,32810.0,CCCCOc1cccc2c1C(=O)c1c(OCCCC)cc(CO)cc1C2=O,inactive
1036,CHEMBL3633619,28050.0,COc1cccc2c1C(=O)c1c(OC)cc(/C=N/NC(N)=S)cc1C2=O,inactive
1037,CHEMBL3633620,83170.0,C=CCOc1cccc2c1C(=O)c1c(OCC=C)cc(/C=N/O)cc1C2=O,inactive
1038,CHEMBL3633623,58060.0,CCOCOc1cccc2c1C(=O)c1c(OCOCC)cc(/C=N/NC(N)=S)cc1C2=O,inactive
1039,CHEMBL287556,23600.0,O=c1cc(CO)occ1O,inactive
1040,CHEMBL287556,27500.0,O=c1cc(CO)occ1O,inactive
1041,CHEMBL3634267,8200.0,O=C1/C(=C\c2ccc(O)c(O)c2)Cc2ccccc21,intermediate
1042,CHEMBL3634266,12300.0,O=C1/C(=C\c2ccc(O)cc2O)Cc2ccccc21,inactive
1043,CHEMBL263376,1300.0,NC(=S)Nc1ccccc1,intermediate
1044,CHEMBL269644,1000000.0,CC(=O)Nc1ccccc1,inactive
1045,CHEMBL3740596,4100.0,CC(=S)Nc1ccccc1,intermediate
1046,CHEMBL1441,4000.0,CCc1cc(C(N)=S)ccn1,intermediate
1047,CHEMBL1378024,4500.0,CCCc1cc(C(N)=S)ccn1,intermediate
1048,CHEMBL64,1000000.0,NNC(=O)c1ccncc1,inactive
1049,CHEMBL2441351,43800.0,NC(=S)c1ccncc1,inactive
1050,CHEMBL3741182,7500.0,NC(=S)c1cccnc1,intermediate
1051,CHEMBL3741839,14400.0,NC(=S)c1ccccn1,inactive
1052,CHEMBL3739883,2800.0,NC(=S)c1ccccc1,intermediate
1053,CHEMBL3745963,200000.0,CC(C)=CCCCC1(C)C=Cc2cc(-c3coc4cc(O)cc(O)c4c3=O)ccc2O1,inactive
1054,CHEMBL3745949,200000.0,C/C(=C\Cc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O)CCCC(C)(C)O,inactive
1055,CHEMBL3746021,200000.0,CC(C)=CCC/C(C)=C/COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O,inactive
1056,CHEMBL3747631,200000.0,CC(C)=CCC/C(C)=C/Cc1cc(-c2coc3cc(O)cc(O)c3c2=O)ccc1O,inactive
1057,CHEMBL3747601,200000.0,COc1c(C2COc3cc(O)c(CC=C(C)C)c(O)c3C2=O)ccc(O)c1CC=C(C)C,inactive
1058,CHEMBL3746555,200000.0,CC(C)=CCc1c(O)ccc(C2COc3cc(O)c(CC=C(C)C)c(O)c3C2=O)c1O,inactive
1059,CHEMBL3746307,146400.0,COc1cc(O)ccc1C1COc2cc3c(c(O)c2C1=O)C=CC(C)(C)O3,inactive
1060,CHEMBL3745965,200000.0,COc1cc(C2COc3cc4c(c(OC)c3C2)C=CC(C)(C)O4)c(O)cc1O,inactive
1061,CHEMBL3747773,200000.0,CC(C)=CCC/C(C)=C/Cc1cc(C2CC(=O)c3c(cc(O)c(C)c3O)O2)ccc1O,inactive
1062,CHEMBL3746877,200000.0,CC(C)=CCC/C(C)=C/Cc1cc(C2Oc3cc(O)c(C)c(O)c3C(=O)C2=O)ccc1O,inactive
1063,CHEMBL287556,26500.0,O=c1cc(CO)occ1O,inactive
1064,CHEMBL3746218,144000.0,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(C2(O)COc3cc(O)cc(O)c3C2=O)c1O,inactive
1065,CHEMBL3747057,500.0,COc1c2c(cc3c1C[C@H](c1ccc(O)cc1O)CO3)OC(C)(C)C=C2,active
1066,CHEMBL3746757,200000.0,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(-c2coc3cc(O)cc(O)c3c2=O)c1O,inactive
1067,CHEMBL3745886,128200.0,CC(C)=CCC/C(C)=C/Cc1c(O)ccc(C2COc3cc(O)cc(O)c3C2=O)c1O,inactive
1068,CHEMBL3745963,200000.0,CC(C)=CCCCC1(C)C=Cc2cc(-c3coc4cc(O)cc(O)c4c3=O)ccc2O1,inactive
1069,CHEMBL3745949,200000.0,C/C(=C\Cc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O)CCCC(C)(C)O,inactive
1070,CHEMBL3746021,200000.0,CC(C)=CCC/C(C)=C/COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O,inactive
1071,CHEMBL3747631,200000.0,CC(C)=CCC/C(C)=C/Cc1cc(-c2coc3cc(O)cc(O)c3c2=O)ccc1O,inactive
